Order_ID,Postal_Code,Longitude,Latitude
458,269765,103.7960457,1.3311
459,269880,103.800102,1.3185
460,269887,103.8009864,1.3188
461,270033,103.784714,1.3098
462,271019,103.7915061,1.3106
463,272018,103.7918866,1.3111
464,275776,103.7926542,1.3242
465,275781,103.7926268,1.3243
466,275803,103.7902776,1.3314
467,275836,103.7902147,1.3268
468,275957,103.7911207,1.3262
469,275970,103.7910334,1.3265
470,275980,103.7906861,1.3265
471,276341,103.7991589,1.3114
472,276437,103.7928032,1.3258
473,276484,103.7949396,1.3295
474,276505,103.7932962,1.3276
475,276519,103.7938863,1.3275
476,276534,103.7935976,1.3267
477,276559,103.7924066,1.3238
478,276627,103.7885904,1.3193
479,276726,103.7916196,1.3319
480,276836,103.7834097,1.3159
481,276848,103.7838283,1.315
482,276862,103.7846814,1.3145
483,276924,103.7789819,1.3159
484,277221,103.781626,1.3192
485,277262,103.7822172,1.3183
486,277272,103.7815928,1.3181
487,277275,103.7818639,1.3178
488,277378,103.7877718,1.3185
489,277418,103.7879023,1.3196
490,277431,103.7890586,1.3205
491,277488,103.7874406,1.3178
492,277786,103.7932788,1.3307
493,277863,103.7929415,1.3296
494,277978,103.7984296,1.3117
495,278030,103.7987529,1.3087
496,278056,103.7982252,1.3095
497,278176,103.7984289,1.3097
498,278227,103.7980654,1.311
499,278240,103.7980009,1.3106
500,278335,103.7877207,1.316
501,278354,103.7868661,1.3162
502,278456,103.7984702,1.3086
503,278457,103.7991956,1.3086
504,278464,103.7982011,1.3088
505,278535,103.8025768,1.3116
506,278700,103.785198,1.3246
507,278831,103.781621,1.3144
508,278864,103.7826963,1.3138
509,278989,103.7954064,1.3116
510,279027,103.7848287,1.3137
511,279083,103.7834407,1.3126
512,279159,103.7837656,1.3129
513,279208,103.7844347,1.3123
514,279228,103.7831681,1.3222
515,279340,103.7872172,1.3208
516,279344,103.7864687,1.3219
517,279417,103.7864396,1.3246
518,279596,103.7867964,1.3244
519,279702,103.7920218,1.3322
520,279711,103.7912992,1.3321
521,279734,103.7836458,1.3255
522,279766,103.7835801,1.3248
523,279812,103.7907091,1.3117
524,279828,103.7921024,1.3311
525,279860,103.7925218,1.3322
526,286714,103.805295,1.3289
527,286779,103.8062632,1.329
528,286919,103.8058326,1.3365
529,286999,103.8053592,1.3364
530,287054,103.804948,1.3362
531,287068,103.8048041,1.3369
532,287085,103.8047627,1.3378
533,287088,103.8048327,1.3379
534,287098,103.8053985,1.3379
535,287151,103.8089954,1.3304
536,287311,103.8087082,1.3293
537,287329,103.8084944,1.3282
538,287390,103.8084825,1.3287
539,287515,103.809353,1.3266
540,287531,103.8095994,1.3276
541,287644,103.807273,1.3281
542,287789,103.7995453,1.3332
543,287790,103.7996977,1.3328
544,287818,103.8017719,1.3335
545,287896,103.7992364,1.3332
546,287943,103.8014465,1.3343
547,288020,103.7901126,1.3473
548,288217,103.7911104,1.3364
549,288444,103.8105875,1.3277
550,288461,103.8101759,1.3278
551,288478,103.8097517,1.328
552,288634,103.8045969,1.3329
553,288657,103.8045394,1.3366
554,288787,103.8019736,1.3333
555,288856,103.8003752,1.3308
556,289054,103.8078305,1.3365
557,289259,103.8055481,1.3328
558,289307,103.8050086,1.3352
559,289336,103.8059888,1.3345
560,289339,103.8063057,1.3351
561,289405,103.8075918,1.3334
562,289507,103.8066842,1.3322
563,289557,103.8011519,1.3356
564,289705,103.8036413,1.3342
565,297957,103.8189159,1.3274
566,297974,103.8190897,1.3265
567,298048,103.8247184,1.3246
568,298333,103.8386678,1.3305
569,298482,103.8240402,1.3277
570,298497,103.8245238,1.3265
571,298505,103.8253896,1.3265
572,298700,103.8204371,1.338
573,298723,103.8332308,1.3393
574,298859,103.8203367,1.3238
575,298905,103.8361754,1.3383
576,298989,103.8187316,1.3242
577,299022,103.8182981,1.3273
578,299031,103.8182507,1.327
579,299113,103.8314064,1.3389
580,299129,103.8303503,1.3382
581,299215,103.8186504,1.3286
582,299294,103.8192598,1.3285
583,299342,103.8180586,1.3279
584,299360,103.8187517,1.3278
585,299410,103.8186377,1.3281
586,299413,103.8188006,1.3284
587,299527,103.8221988,1.3224
588,299536,103.8209092,1.3227
589,299538,103.8206365,1.3228
590,299582,103.814353,1.3246
591,299638,103.8228038,1.3257
592,299750,103.815271,1.3267
593,299761,103.8163617,1.3269
594,299852,103.8213068,1.3256
595,299933,103.8239202,1.3231
596,299967,103.8335425,1.3358
597,307584,103.8445616,1.3151
598,307622,103.8433698,1.3179
599,307690,103.8413992,1.3214
600,307712,103.8402634,1.3259
601,307727,103.8399656,1.3265
602,307743,103.8421446,1.3163
603,307820,103.8473491,1.3179
604,307913,103.8429026,1.3213
605,307992,103.8425057,1.3168
606,308067,103.8356623,1.3226
607,308107,103.8447352,1.3189
608,308433,103.8499006,1.3195
609,308606,103.8419811,1.3227
610,308612,103.8419684,1.3224
611,308655,103.843393,1.3238
612,308668,103.8436336,1.3234
613,308709,103.8403314,1.3229
614,308835,103.8329356,1.32
615,308878,103.8317604,1.3197
616,309018,103.8331867,1.3196
617,309073,103.8385341,1.3174
618,309101,103.8401191,1.3193
619,309121,103.8390151,1.3185
620,309134,103.841212,1.3193
621,309196,103.8401082,1.3196
622,309218,103.8414327,1.3203
623,309299,103.8403795,1.3159
624,309352,103.8390449,1.327
625,309372,103.8392986,1.3251
626,309571,103.8395387,1.3227
627,309602,103.8381531,1.3226
628,309621,103.839442,1.3231
629,309634,103.8396062,1.3228
630,309742,103.8399218,1.3167
631,309776,103.8410633,1.3183
632,309810,103.8385244,1.326
633,309811,103.8389094,1.326
634,309876,103.8339395,1.3201
635,309891,103.8345014,1.3208
636,309936,103.8345951,1.3192
637,310025,103.8569818,1.3336
638,310061,103.852111,1.3365
639,310086,103.8476914,1.3355
640,310122,103.8462812,1.3398
641,310170,103.8426687,1.3313
642,310191,103.8510254,1.3319
643,310222,103.8560398,1.3418
644,310244,103.856359,1.3307
645,311079,103.8475657,1.3345
646,311123,103.8460319,1.3383
647,311147,103.8453629,1.3347
648,318994,103.8484023,1.3434
649,319060,103.861417,1.3364
650,319264,103.8569857,1.3401
651,319516,103.8519609,1.3331
652,319640,103.8465138,1.3363
653,319641,103.8464569,1.3341
654,319773,103.8436731,1.3305
655,320012,103.86289,1.3229
656,320046,103.8569221,1.3276
657,320115,103.8573375,1.3263
658,321111,103.8555699,1.326
659,327718,103.8533673,1.3225
660,327976,103.8628674,1.3262
661,327995,103.8644768,1.3273
662,328078,103.8642635,1.3252
663,328189,103.865028,1.3237
664,328205,103.8656341,1.3245
665,328210,103.8657394,1.3246
666,328400,103.867238,1.3276
667,328401,103.86743,1.3278
668,328412,103.8668954,1.3278
669,328418,103.8670844,1.3281
670,328485,103.8650579,1.3284
671,328489,103.8647623,1.3287
672,328547,103.8575692,1.3191
673,328602,103.8583042,1.3208
674,328806,103.8530966,1.3243
675,328814,103.853509,1.3254
676,328914,103.8532541,1.3239
677,328923,103.8532718,1.3235
678,328983,103.8649961,1.3258
679,328988,103.8651298,1.326
680,329023,103.8654981,1.3255
681,329670,103.8581078,1.3164
682,329674,103.8579413,1.3165
683,329692,103.8530824,1.3215
684,329764,103.8519627,1.3239
685,329795,103.8499166,1.3252
686,329843,103.8477324,1.3264
687,329870,103.8450078,1.3268
688,329885,103.8441058,1.327
689,329916,103.8427562,1.3263
690,330004,103.8600212,1.3162
691,330043,103.8658333,1.3211
692,330059,103.8682269,1.3227
693,331008,103.8613807,1.3167
694,338719,103.8623091,1.3109
695,338733,103.8614763,1.312
696,338779,103.8594254,1.3148
697,338792,103.859066,1.3153
698,339096,103.8659236,1.3089
699,339161,103.8683068,1.3148
700,339162,103.867631,1.3145
701,339165,103.8686049,1.3149
702,339170,103.8678934,1.3139
703,339174,103.8686659,1.3144
704,339715,103.8702983,1.3169
705,339944,103.865465,1.3191
706,341109,103.8723239,1.3335
707,347499,103.8751334,1.3333
708,347541,103.8709955,1.3321
709,347581,103.8723268,1.3329
710,347695,103.8709609,1.3398
711,347849,103.8695271,1.3294
712,347943,103.870706,1.3291
713,347977,103.8719323,1.3294
714,348070,103.8719323,1.3301
715,348149,103.8708201,1.3318
716,348167,103.8723175,1.3323
717,348280,103.8700451,1.3309
718,348320,103.8714531,1.3331
719,348415,103.8772598,1.3313
720,348482,103.8710494,1.3289
721,348527,103.873471,1.3297
722,348570,103.8768654,1.3309
723,348609,103.8772333,1.3304
724,348812,103.8765227,1.333
725,348831,103.8771253,1.3332
726,348844,103.8781531,1.3339
727,348890,103.8709947,1.3312
728,349189,103.8769829,1.3212
729,349282,103.8732229,1.3243
730,349350,103.8741822,1.3299
731,349355,103.8740517,1.3304
732,349422,103.8736361,1.3308
733,349477,103.8752527,1.3279
734,349621,103.8758762,1.3314
735,349676,103.878165,1.3326
736,349811,103.8756052,1.334
737,349813,103.8754569,1.3339
738,349917,103.8763851,1.3327
739,349935,103.8773784,1.333
740,357737,103.8622456,1.3474
741,357788,103.86788,1.3301
742,357794,103.868029,1.3305
743,357796,103.8679925,1.3306
744,357842,103.8664165,1.3398
745,357871,103.8698713,1.3351
746,357900,103.8696887,1.3359
747,357969,103.8699774,1.347
748,358029,103.8674877,1.3468
749,358091,103.8708202,1.3474
750,358134,103.8642262,1.3467
751,358201,103.870141,1.3442
752,358232,103.869705,1.3448
753,358301,103.8656481,1.3456
754,358424,103.8615397,1.3443
755,358590,103.8650426,1.3451
756,358597,103.8645818,1.3455
757,358678,103.8626655,1.3441
758,358700,103.8685796,1.3454
759,358791,103.8698836,1.3481
760,358801,103.8702681,1.3488
761,358931,103.8660188,1.347
762,358934,103.8656455,1.3471
763,358937,103.8658766,1.3469
764,358973,103.8677636,1.3477
765,358987,103.8677489,1.3472
766,358990,103.86715,1.3476
767,358992,103.8671952,1.347
768,359003,103.8667845,1.3473
769,359015,103.8664117,1.347
770,359026,103.8662579,1.3465
771,359037,103.8658995,1.3462
772,359106,103.8699074,1.346
773,359110,103.868832,1.3461
774,359131,103.8695197,1.3438
775,359162,103.8698825,1.3459
776,359197,103.8678241,1.3482
777,359379,103.8608986,1.3455
778,359447,103.8679204,1.3445
779,359518,103.8660736,1.3449
780,359645,103.8627682,1.3469
781,359678,103.8639435,1.3458
782,359736,103.8628493,1.3491
783,359755,103.8653731,1.3491
784,359777,103.8614071,1.3488
785,359788,103.8637639,1.3435
786,359863,103.8705169,1.3471
787,359895,103.8704028,1.3435
788,360015,103.8802315,1.3355
789,361004,103.8792855,1.3338
790,362207,103.8715087,1.3416
791,367873,103.8788419,1.3331
792,367901,103.8815811,1.335
793,368117,103.8800856,1.3313
794,368127,103.88064,1.3314
795,368128,103.8806959,1.3314
796,368196,103.8832027,1.3321
797,368454,103.8797525,1.3332
798,368565,103.8831694,1.3282
799,368641,103.8798709,1.333
800,368733,103.8802635,1.3328
801,368768,103.8797929,1.3324
802,368894,103.8829388,1.3293
803,369000,103.881607,1.3337
804,369176,103.8808703,1.3322
805,369197,103.8817819,1.3324
806,369201,103.881941,1.3324
807,369436,103.8826346,1.3313
808,369522,103.886875,1.3358
809,369645,103.884262,1.335
810,369864,103.8808547,1.3291
811,373018,103.8887926,1.3293
812,380108,103.8853216,1.3192
813,380116,103.8867006,1.3212
814,380132,103.8859415,1.3163
815,381045,103.8781851,1.3171
816,387436,103.8778722,1.3139
817,387438,103.8779422,1.3139
818,387534,103.8852234,1.3153
819,387785,103.8794876,1.314
820,387814,103.8912945,1.3154
821,387830,103.8912268,1.3157
822,387875,103.8902875,1.3161
823,387877,103.8903932,1.3161
824,387983,103.8875914,1.3151
825,388304,103.8826626,1.3145
826,388366,103.8815063,1.3142
827,388375,103.8814471,1.3152
828,388546,103.8786669,1.3132
829,388563,103.8787659,1.3138
830,388564,103.8784994,1.3139
831,388617,103.8778772,1.3137
832,388668,103.8772335,1.3137
833,388697,103.8769124,1.3127
834,388723,103.876733,1.3134
835,388790,103.8760619,1.3125
836,388944,103.8736529,1.3174
837,388952,103.8733773,1.3174
838,389086,103.8731639,1.3187
839,389199,103.8729213,1.3108
840,389203,103.8731034,1.3109
841,389252,103.8758957,1.3116
842,389276,103.8768385,1.3119
843,389280,103.8771247,1.312
844,389286,103.877277,1.3121
845,389310,103.87805,1.3122
846,389317,103.8774868,1.3125
847,389324,103.8778556,1.3126
848,389371,103.8807936,1.3126
849,389380,103.881327,1.3127
850,389415,103.8838462,1.3132
851,389530,103.8865018,1.3142
852,389550,103.8871254,1.3143
853,389637,103.8916722,1.3148
854,389645,103.8918593,1.3148
855,389780,103.8852714,1.3159
856,389804,103.8817827,1.314
857,390024,103.8854749,1.3065
858,397804,103.8787556,1.3057
859,39799,103.8600994,1.2907
860,398007,103.8812708,1.3075
861,39803,103.8634126,1.2897
862,398086,103.8910645,1.3125
863,398224,103.888031,1.3131
864,398408,103.8856674,1.3133
865,398547,103.8841762,1.3125
866,398797,103.8804414,1.3121
867,398798,103.8808098,1.3121
868,398997,103.8785027,1.3113
869,399085,103.8768812,1.3114
870,399206,103.8765356,1.3098
871,399235,103.87665,1.309
872,399272,103.8761058,1.3106
873,399273,103.8761657,1.3105
874,399286,103.8762589,1.3098
875,399291,103.8762766,1.3095
876,399424,103.8830671,1.312
877,399698,103.8779542,1.3095
878,399738,103.8832269,1.311
